LOCATION,DAY,DATE,TIME_WIB,TDS_PPM,TEMP_RIVER_C,TEMP_AIR_C
Cupang_Ciawitali_R,Thu,2017-11-01,16:00,69,21,29
Cupang_Ciawitali_R,Fri,2017-11-02,10:00,64,20,22
Cupang_Ciawitali_R,Fri,2017-11-02,12:00,60,22,28
Cupang_Ciawitali_R,Fri,2017-11-02,14:00,63,21,33
Cupang_Ciawitali_R,Fri,2017-11-02,16:00,62,22,30
Cupang_Ciawitali_R,Sat,2017-11-03,10:00,62,20,25
Cupang_Ciawitali_R,Sat,2017-11-03,12:00,67,23,29
Cupang_Ciawitali_R,Sat,2017-11-03,14:00,61,25,32
Cupang_Ciawitali_R,Sat,2017-11-03,16:00,60,21,27
Cupang_Ciawitali_R,Sun,2017-11-04,10:00,67,20,20
Cupang_Ciawitali_R,Sun,2017-11-04,12:00,64,21,28
Cupang_Ciawitali_R,Sun,2017-11-04,14:00,64,20,34
Cupang_Ciawitali_R,Sun,2017-11-04,16:00,61,19,26
Cupang_Ciawitali_R,Mon,2017-11-12,10:00,62,19,21
Cupang_Ciawitali_R,Mon,2017-11-12,12:00,63,19,27
Cupang_Ciawitali_R,Mon,2017-11-12,14:00,69,24,32
Cupang_Ciawitali_R,Mon,2017-11-12,16:00,63,18,29
Cupang_Ciawitali_R,Tue,2017-11-13,10:00,61,16,24
Cupang_Ciawitali_R,Tue,2017-11-13,12:00,62,23,26
Cupang_Ciawitali_R,Tue,2017-11-13,14:00,68,22,32
Cupang_Ciawitali_R,Tue,2017-11-13,16:00,66,19,28
Cupang_Ciawitali_R,Wed,2017-11-14,10:00,61,19,24
Cupang_Ciawitali_R,Wed,2017-11-14,12:00,60,21,25
Cupang_Ciawitali_R,Wed,2017-11-14,14:00,65,22,29
Cupang_Ciawitali_R,Wed,2017-11-14,16:00,69,23,30
Cupang_Ciawitali_R,Thu,2017-11-15,10:00,69,15,24
Cupang_Ciawitali_R,Fri,2017-11-15,12:00,67,19,29
Cupang_Ciawitali_R,Fri,2017-11-15,14:00,64,22,31
Cupang_Ciawitali_R,Fri,2017-11-15,16:00,66,20,25
Cupang_Ciawitali_R,Fri,2017-11-16,10:00,65,15,24
Cupang_Ciawitali_R,Fri,2017-11-16,12:00,65,21,26
Cupang_Ciawitali_R,Fri,2017-11-16,14:00,61,21,29
Cupang_Ciawitali_R,Fri,2017-11-16,16:00,60,19,27
Cupang_Ciawitali_R,Sat,2017-11-17,10:00,63,17,26
Cupang_Ciawitali_R,Sat,2017-11-17,12:00,61,21,25
Cupang_Ciawitali_R,Sat,2017-11-17,14:00,65,23,28
Cupang_Ciawitali_R,Sat,2017-11-17,16:00,67,22,26
Cupang_Ciawitali_R,Sun,2017-11-18,10:00,69,19,21
Cupang_Ciawitali_R,Sun,2017-11-18,12:00,70,19,28
Cupang_Ciawitali_R,Sun,2017-11-18,14:00,60,20,30
Cupang_Ciawitali_R,Sun,2017-11-18,16:00,67,21,29
